Governo do Estado do Rio de Janeiro
Secretaria de Estado de Fazenda
Subsecretaria de Politica Fiscal
Transparência Fiscal
Receitas entre 01/01/2017 e 01/08/2026
"Posição";"Poder";"Nome Poder";"Categoria Economica";"Nome Categoria Economica";"Receita por Fonte";"Nome Receita por Fonte";"Receita por Sub Fonte";"Nome Receita por SubFonte";"Rubrica";"Nome Rubrica";"Alinea";"Nome Alinea";"Sub Alinea";"Nome Sub Alinea";"Gestão";"Nome Gestão";"Órgão";"Nome Órgão";"UG";"Nome UG";"Fonte de Recursos";"Nome Fonte de Recursos";"Valor Previsão Inicial";"Valor Previsão Atualizada";"Valor Receita a Realizar";"Valor Receita Realizada"
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"161";"Serviços Administrativos e Comerciais Gerais";"1611";"Serviços Administrativos e Comerciais Gerais";"161102";"Inscrição em Concursos e Processos Seletivos";"16110201";"Inscrição em Concursos e Processos Seletivos ";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação";"404500";"FUND.UNIV.EST.NORTE FLUMINENSE DARCY RIBEIRO.";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";397776;16631,51;6366,51;10265
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"161";"Serviços Administrativos e Comerciais Gerais";"1611";"Serviços Administrativos e Comerciais Gerais";"161102";"Inscrição em Concursos e Processos Seletivos";"16110201";"Inscrição em Concursos e Processos Seletivos ";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação";"404500";"FUND.UNIV.EST.NORTE FLUMINENSE DARCY RIBEIRO.";"501";"Outros Recursos não Vinculados";397776;16631,51;6366,51;10265
"08/2026";"4";"Ministério Público";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"161";"Serviços Administrativos e Comerciais Gerais";"1611";"Serviços Administrativos e Comerciais Gerais";"161102";"Inscrição em Concursos e Processos Seletivos";"16110201";"Inscrição em Concursos e Processos Seletivos ";"00007";"";"10";"Ministério Público";"106100";"FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ERJ";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";1611000;0;-1537550;1537550
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"161";"Serviços Administrativos e Comerciais Gerais";"1611";"Serviços Administrativos e Comerciais Gerais";"161102";"Inscrição em Concursos e Processos Seletivos";"16110201";"Inscrição em Concursos e Processos Seletivos ";"00003";"";"14";"Secretaria de Estado da Casa Civil";"403200";"PRODERJ-CENTRO DE TECNOL.DE INF.COMUN. ERJ";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;317120;0;317120
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"161";"Serviços Administrativos e Comerciais Gerais";"1611";"Serviços Administrativos e Comerciais Gerais";"161102";"Inscrição em Concursos e Processos Seletivos";"16110201";"Inscrição em Concursos e Processos Seletivos ";"00007";"";"29";"Secretaria de Estado de Saúde";"296100";"FUNDO ESTADUAL DE SAUDE - FES";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";565000;0;-10;10
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"161";"Serviços Administrativos e Comerciais Gerais";"1611";"Serviços Administrativos e Comerciais Gerais";"161102";"Inscrição em Concursos e Processos Seletivos";"16110201";"Inscrição em Concursos e Processos Seletivos ";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação";"404600";"FUND. CENTRO DE CIENCIAS E EDUC.SUP.DIST. ERJ";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";0;40;0;40
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"161";"Serviços Administrativos e Comerciais Gerais";"1611";"Serviços Administrativos e Comerciais Gerais";"161102";"Inscrição em Concursos e Processos Seletivos";"16110201";"Inscrição em Concursos e Processos Seletivos ";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação";"404300";"FUNDACAO UNIV. DO EST. RIO DE JANEIRO";"501";"Outros Recursos não Vinculados";18503000;21854715,27;8930600,85;12924114,42
"08/2026";"3";"Judiciário";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"161";"Serviços Administrativos e Comerciais Gerais";"1611";"Serviços Administrativos e Comerciais Gerais";"161102";"Inscrição em Concursos e Processos Seletivos";"16110201";"Inscrição em Concursos e Processos Seletivos ";"00007";"";"03";"Tribunal de Justiça";"036100";"FUNDO ESPECIAL DO TRIBUNAL DE JUSTICA";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;1281406,15;70946,98;1210459,17
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"161";"Serviços Administrativos e Comerciais Gerais";"1611";"Serviços Administrativos e Comerciais Gerais";"161103";"Serviços de Registro, Certificação e Fiscalização";"16110301";"Serviços de Registro, Certificação e Fiscaliz";"00003";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"223200";"JUNTA COMERCIAL DO ESTADO DO RIO DE JANEIRO.";"501";"Outros Recursos não Vinculados";126504312;160005150,9;60265390,11;99739760,79
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"161";"Serviços Administrativos e Comerciais Gerais";"1611";"Serviços Administrativos e Comerciais Gerais";"161103";"Serviços de Registro, Certificação e Fiscalização";"16110301";"Serviços de Registro, Certificação e Fiscaliz";"00003";"";"24";"Secretaria de Estado do Ambiente e Sustentabilidade";"243200";"INSTITUTO ESTADUAL DO AMBIENTE";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";29635431;29464510,25;11426597,68;18037912,57
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"161";"Serviços Administrativos e Comerciais Gerais";"1611";"Serviços Administrativos e Comerciais Gerais";"161103";"Serviços de Registro, Certificação e Fiscalização";"16110301";"Serviços de Registro, Certificação e Fiscaliz";"00003";"";"31";"Secretaria de Estado de Transportes e Mobilidade Urbana";"313300";"DEPT. DE TRANSP. RODOV. DO EST. RJ";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";35941740;33201910,83;10947994,75;22253916,08
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"Receita de Serviços";"161";"Serviços Administrativos e Comerciais Gerais";"1611";"Serviços Administrativos e Comerciais Gerais";"161103";"Serviços de Registro, Certificação e Fiscalização";"16110301";"Serviços de Registro, Certificação e Fiscaliz";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação";"404300";"FUNDACAO UNIV. DO EST. RIO DE JANEIRO";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";205000;0;0;0
"08/2026";"2";"Legislativo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191107";"Multas Aplicadas pelos Tribunais de Contas";"19110701";"Multas Aplicadas pelos Tribunais de Contas - ";"00007";"";"02";"Tribunal de Contas do Estado do Rio de Janeiro";"026100";"FUNDO ESPECIAL DE MODERNIZAÇÃO DO CONTROLE EXTERNO DO TCE-RJ";"501";"Outros Recursos não Vinculados";3498525;3373855,12;1314352,85;2059502,27
"08/2026";"2";"Legislativo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191109";"Multas e Juros Previstos em Contratos";"19110901";"Multas e Juros Previstos em Contratos - Princ";"00007";"";"02";"Tribunal de Contas do Estado do Rio de Janeiro";"026100";"FUNDO ESPECIAL DE MODERNIZAÇÃO DO CONTROLE EXTERNO DO TCE-RJ";"501";"Outros Recursos não Vinculados";127252;44621,45;23714,29;20907,16
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191109";"Multas e Juros Previstos em Contratos";"19110901";"Multas e Juros Previstos em Contratos - Princ";"00003";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"043500";"AG.REG. DE ENERGIA E SANEAMENTO BASICO DO ERJ";"753";"Recursos provenientes de taxas e contribuições";664521;3533043;-71797,94;3604840,94
"08/2026";"3";"Judiciário";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191109";"Multas e Juros Previstos em Contratos";"19110901";"Multas e Juros Previstos em Contratos - Princ";"00007";"";"03";"Tribunal de Justiça";"036100";"FUNDO ESPECIAL DO TRIBUNAL DE JUSTICA";"860";"Recursos Extraorçamentários Vinculados a Precatórios";0;2891579,38;1601039,69;1290539,69
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191109";"Multas e Juros Previstos em Contratos";"19110903";"Multas e Juros Previstos em Contratos - Inscr";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";254893;371916,77;45057,48;326859,29
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191109";"Multas e Juros Previstos em Contratos";"19110904";"Multas e Juros Previstos em Contratos - Inscr";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";49013;71367,52;11400,62;59966,9
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191113";"Multas Previstas na Legislação Anticorrupção";"19111321";"Multas da Legislação Anticorrupção Oriundas d";"00007";"";"50";"Controladoria Geral do Estado do Rio de Janeiro";"506100";"Fundo de Aprimoramento do Controle Interno";"899";"Outros Recursos Vinculados";600000;468271,22;300000;168271,22
"08/2026";"3";"Judiciário";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1921";"Indenizações";"192101";"Indenizações por Danos Causados ao Patrimônio Público";"19210101";"Indenizações por Danos Causados ao Patrimônio";"00007";"";"03";"Tribunal de Justiça";"036100";"FUNDO ESPECIAL DO TRIBUNAL DE JUSTICA";"760";"Recursos de Emolumentos e Taxas Judiciais";0;335148,33;184476,27;150672,06
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1921";"Indenizações";"192199";"Outras Indenizações";"19219901";"Outras Indenizações - Principal";"00003";"";"20";"Secretaria de Estado de Fazenda";"123400";"FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";0;23308,68;11654,34;11654,34
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1921";"Indenizações";"192199";"Outras Indenizações";"19219901";"Outras Indenizações - Principal";"00003";"";"62";"Secretaria de Estado de Defesa do Consumidor";"213600";"PROTECAO E DEFESA DO CONSUMIDOR";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;82533,93;0;82533,93
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1921";"Indenizações";"192199";"Outras Indenizações";"19219901";"Outras Indenizações - Principal";"00007";"";"29";"Secretaria de Estado de Saúde";"296100";"FUNDO ESTADUAL DE SAUDE - FES";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;16489,11;0;16489,11
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1921";"Indenizações";"192199";"Outras Indenizações";"19219901";"Outras Indenizações - Principal";"00007";"";"25";"Secretaria de Estado de Administração Penitenciária";"256100";"FUNDO ESPECIAL PENITENCIARIO";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";45000;8406;3545,38;4860,62
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1922";"Restituições";"192201";"Restituição de Convênios";"19220111";"Restituição de Convênios - Primárias - Princi";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";3413134;885499,03;-10905,19;896404,22
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"12";"Contribuições";"121";"Contribuições Sociais";"1215";"Contribuições para Regimes Próprios de Previdência e Sistema de Proteção Social";"121552";"Contribuição para o Sistema de Proteção Social dos Militares";"12155211";"Contribuição do Militar Ativo - Bombeiro - Pr";"00003";"";"20";"Secretaria de Estado de Fazenda";"123422";"Fundo SPSM - SEPM, CBMERJ e Pensão";"703";"Outras Transferências de Convênios ou Instrumentos Congêneres de outras Entidade";183825299;249565579,25;101956364,08;147609215,17
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"12";"Contribuições";"121";"Contribuições Sociais";"1215";"Contribuições para Regimes Próprios de Previdência e Sistema de Proteção Social";"121552";"Contribuição para o Sistema de Proteção Social dos Militares";"12155231";"Contribuição dos Pensionistas Militares - Pri";"00003";"";"20";"Secretaria de Estado de Fazenda";"123422";"Fundo SPSM - SEPM, CBMERJ e Pensão";"603";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";0;71444,83;17186,29;54258,54
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"12";"Contribuições";"121";"Contribuições Sociais";"1215";"Contribuições para Regimes Próprios de Previdência e Sistema de Proteção Social";"121552";"Contribuição para o Sistema de Proteção Social dos Militares";"12155231";"Contribuição dos Pensionistas Militares - Pri";"00003";"";"20";"Secretaria de Estado de Fazenda";"123422";"Fundo SPSM - SEPM, CBMERJ e Pensão";"703";"Outras Transferências de Convênios ou Instrumentos Congêneres de outras Entidade";0;71444,83;17186,29;54258,54
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"12";"Contribuições";"121";"Contribuições Sociais";"1215";"Contribuições para Regimes Próprios de Previdência e Sistema de Proteção Social";"121552";"Contribuição para o Sistema de Proteção Social dos Militares";"12155231";"Contribuição dos Pensionistas Militares - Pri";"00003";"";"20";"Secretaria de Estado de Fazenda";"123400";"FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;90202,78;24699,92;65502,86
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"12";"Contribuições";"121";"Contribuições Sociais";"1215";"Contribuições para Regimes Próprios de Previdência e Sistema de Proteção Social";"121552";"Contribuição para o Sistema de Proteção Social dos Militares";"12155231";"Contribuição dos Pensionistas Militares - Pol";"00003";"";"20";"Secretaria de Estado de Fazenda";"123422";"Fundo SPSM - SEPM, CBMERJ e Pensão";"603";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";49060876;26290380,1;12640746,81;13649633,29
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"17";"Transferências Correntes";"171";"Transferências da União e de suas Entidades";"1717";"Transferências de Convênios da União e de Suas Entidades";"171751";"Transferências de Convênios da União Destinadas a Programas de Educação";"17175101";"Transf de Convênios da União Destinadas a Pro";"00005";"";"07";"SECRETARIA DE ESTADO DE INFRAESTRUTURA E OBRAS";"045200";"EMPRESA DE OBRAS PUBLICAS DO ESTADO DO RJ.";"669";"Outros Recursos Vinculados à Assistência Social";0;0;-3016283,99;3016283,99
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"111";"Impostos";"1114";"Impostos sobre a Produção e Circulação de Mercadorias e Serviços";"111450";"Impostos sobre a Produção e Circulação de Mercadorias e Serviços";"11145023";"Adicional ICMS - Fundo Estadual de Combate à ";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"661";"Transferência de Recursos dos Fundos Estaduais de Assistência Social";51523503;65983893,84;15621008,87;50362884,97
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"111";"Impostos";"1114";"Impostos sobre a Produção e Circulação de Mercadorias e Serviços";"111450";"Impostos sobre a Produção e Circulação de Mercadorias e Serviços";"11145023";"Adicional ICMS - Fundo Estadual de Combate à ";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"761";"Recursos vinculados ao Fundo de Combate e Erradicação da Pobreza";51523503;65983893,84;15621008,87;50362884,97
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"111";"Impostos";"1114";"Impostos sobre a Produção e Circulação de Mercadorias e Serviços";"111450";"Impostos sobre a Produção e Circulação de Mercadorias e Serviços";"11145023";"Adicional ICMS - Fundo Estadual de Combate à ";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";22899333;29326173,71;6942669,27;22383504,44
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"111";"Impostos";"1114";"Impostos sobre a Produção e Circulação de Mercadorias e Serviços";"111450";"Impostos sobre a Produção e Circulação de Mercadorias e Serviços";"11145024";"Adicional ICMS - Fundo Estadual de Combate à ";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";2698070;3215096,51;841752,25;2373344,26
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"112";"Taxas";"1121";"Taxas pelo Exercício do Poder de Polícia";"112101";"Taxas de Inspeção, Controle e Fiscalização";"11210101";"Tx Insp Contr Fiscaliz - Gás Canalizado Estad";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";3578825;2015023;2015023;0
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"112";"Taxas";"1121";"Taxas pelo Exercício do Poder de Polícia";"112101";"Taxas de Inspeção, Controle e Fiscalização";"11210101";"Tx Insp Contr Fiscaliz - Gás Canalizado Estad";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";3578825;2015023;2015023;0
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"112";"Taxas";"1121";"Taxas pelo Exercício do Poder de Polícia";"112101";"Taxas de Inspeção, Controle e Fiscalização";"11210101";"Tx Insp Contr Fiscaliz - Gás Canalizado Estad";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";3578825;2015023;2015023;0
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"112";"Taxas";"1121";"Taxas pelo Exercício do Poder de Polícia";"112101";"Taxas de Inspeção, Controle e Fiscalização";"11210101";"Tx Insp Contr Fiscaliz - Rodovia  Via Lagos -";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"501";"Outros Recursos não Vinculados";306906;144256;144256;0
"08/2026";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"112";"Taxas";"1121";"Taxas pelo Exercício do Poder de Polícia";"112101";"Taxas de Inspeção, Controle e Fiscalização";"11210101";"Tx Insp Contr Fiscaliz - Água e Esgoto no Est";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";18542457;9347376;9347376;0
"08/2026";"1";"Executivo";"2";"RECEITAS DE CAPITAL";"24";"Transferências de Capital";"241";"Transferências da União e de suas Entidades";"2419";"Outras Transferências de Recursos da União e de suas Entidades";"241999";"Outras Transferências de Recursos da União e de suas Entidades";"24199901";"Outras Transferências de Recursos da União e ";"00001";"";"18";"Secretaria de Estado de Educação";"210700";"DEPTO GERAL DE ACOES SOCIO-EDUCATIVAS - DEGASE";"800";"Recursos Vinculados ao RPPS - Fundo em Capitalização (Plano Previdenciário)";0;1000000;0;1000000
"08/2026";"1";"Executivo";"2";"RECEITAS DE CAPITAL";"24";"Transferências de Capital";"241";"Transferências da União e de suas Entidades";"2414";"Transferência de Convênios da União e de suas Entidades";"241451";"Transferências de Convênio da União destinadas a Programas de Educação";"24145101";"Transf de Convênio da União destinadas a Prog";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação";"404300";"FUNDACAO UNIV. DO EST. RIO DE JANEIRO";"600";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";9626025;9626025;9626025;0
"08/2026";"1";"Executivo";"2";"RECEITAS DE CAPITAL";"22";"Alienação de Bens";"221";"Alienação de Bens Móveis";"2213";"Alienação de Bens Móveis e Semoventes";"221301";"Alienação de Bens Móveis e Semoventes";"22130101";"Alienação de Bens Móveis e Semoventes - Princ";"00007";"";"16";"Secretaria de Estado de Defesa Civil e Corpo de Bombeiros Militar";"166100";"FUNDO ESPECIAL DO CORPO DE BOMBEIROS";"755";"Recursos de Alienação de Bens/Ativos - Administração Direta";0;5228270,55;2546519,58;2681750,97
"08/2026";"1";"Executivo";"2";"RECEITAS DE CAPITAL";"23";"Amortização de Empréstimos";"231";"Amortização de Empréstimos";"2311";"Amortização de Empréstimos";"231107";"Amortização de Financiamentos";"23110711";"Amortização de Financiamentos em Geral - Prin";"00006";"";"53";"Secretaria de Estado de Infraestrutura e Obras Públicas";"197100";"COMPANHIA ESTADUAL DE HABITACAO DO RJ";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;288722,07;101854,45;186867,62
"08/2026";"1";"Executivo";"2";"RECEITAS DE CAPITAL";"23";"Amortização de Empréstimos";"231";"Amortização de Empréstimos";"2311";"Amortização de Empréstimos";"231107";"Amortização de Financiamentos";"23110711";"Amortização de Financiamentos em Geral - Prin";"00006";"";"53";"Secretaria de Estado de Infraestrutura e Obras Públicas";"197100";"COMPANHIA ESTADUAL DE HABITACAO DO RJ";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";0;288722,07;101854,45;186867,62
"08/2026";"1";"Executivo";"2";"RECEITAS DE CAPITAL";"23";"Amortização de Empréstimos";"231";"Amortização de Empréstimos";"2311";"Amortização de Empréstimos";"231107";"Amortização de Financiamentos";"23110711";"Amortização de Financiamentos em Geral - Prin";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;32151387,93;-3900186;36051573,93
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"761";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"7611";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"761150";"Receita Intraorçamentária - Serviços de administração Previdenciária";"76115001";"Receita Intraorçamentária - Serviços Administ";"00003";"";"20";"Secretaria de Estado de Fazenda";"123425";"FUNDO UNICO DE PREVIDENCIA DO ERJ - TAXA ADMINISTRATIVA	";"702";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Municípios";125987640;140738033,98;78258475,9;62479558,08
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"761";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"7611";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"761150";"Receita Intraorçamentária - Serviços de administração Previdenciária";"76115001";"Receita Intraorçamentária-Serviço Administraç";"00003";"";"20";"Secretaria de Estado de Fazenda";"123425";"FUNDO UNICO DE PREVIDENCIA DO ERJ - TAXA ADMINISTRATIVA	";"502";"Recursos não vinculados da compensação de Impostos";58353756;65746824,99;36559040,01;29187784,98
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"761";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"7611";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"761150";"Receita Intraorçamentária - Serviços de administração Previdenciária";"76115001";"Receita Intraorçamentária-Serviço Administraç";"00003";"";"20";"Secretaria de Estado de Fazenda";"123425";"FUNDO UNICO DE PREVIDENCIA DO ERJ - TAXA ADMINISTRATIVA	";"602";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";58353756;65746824,99;36559040,01;29187784,98
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"763";"Receita Intraorçamentária - Serviços e Atividades Referentes à Saúde";"7631";"Receita Intraorçamentária - Serviços e Atividades Referentes à Saúde";"763199";"Receita Intraorçamentária - Outros Serviços de Atendimento à Saúde";"76319901";"Receita Intraorçamentária - Outros Serviços d";"00004";"";"29";"Secretaria de Estado de Saúde";"294200";"FUNDACAO SAUDE DO ESTADO DO RIO DE JANEIRO";"899";"Outros Recursos Vinculados";3604970856;3748316958,83;1694112175,56;2054204783,27
