id_venda,id_cliente,id_vendedor,id_produto,quantidade,valor,data_venda
1937,247,4,10,4,1040.69,2024-03-20
1938,130,5,15,2,76.91,2024-10-13
1939,90,14,49,3,191.13,2024-05-04
1940,160,14,65,4,531.91,2024-12-05
1941,33,2,31,3,338.91,2024-03-04
1942,235,15,57,1,146.62,2024-07-06
1943,78,6,8,3,772.38,2024-03-05
1944,32,2,39,1,336.62,2024-10-27
1945,157,9,45,3,234.79,2024-07-24
1946,210,4,69,4,228.41,2024-05-31
1947,161,11,47,4,354.19,2024-04-28
1948,67,10,61,1,141.38,2024-07-21
1949,245,7,20,3,186.82,2024-11-05
1950,219,14,43,1,47.41,2024-03-29
1951,14,7,3,1,274.46,2024-01-29
1952,109,2,23,5,620.44,2024-10-14
1953,202,5,66,5,304.7,2024-02-14
1954,60,14,73,5,431.0,2024-04-08
1955,219,9,48,5,1616.12,2024-12-14
1956,244,11,72,4,1593.18,2024-04-10
1957,239,11,2,3,184.1,2024-09-27
1958,194,2,32,4,418.21,2024-07-04
1959,48,6,17,1,81.99,2024-09-28
1960,35,9,3,4,1048.84,2024-02-11
1961,187,9,37,1,125.51,2024-02-02
1962,162,11,29,1,382.59,2024-07-30
1963,196,5,76,4,205.14,2024-08-04
1964,49,9,71,5,1260.32,2024-07-30
1965,119,14,31,2,188.1,2024-10-22
1966,18,11,30,2,783.86,2024-03-12
1967,39,13,52,4,1420.07,2024-03-30
1968,228,7,60,5,626.98,2024-11-15
1969,47,10,41,2,167.98,2024-07-31
1970,158,13,36,2,93.71,2024-11-18
1971,197,7,70,4,775.53,2024-02-29
1972,73,2,72,3,1311.63,2024-12-28
1973,7,9,54,4,916.07,2024-06-19
1974,40,6,50,2,169.46,2024-09-28
1975,238,8,22,3,1123.97,2024-12-18
1976,236,3,51,2,385.51,2024-02-29
1977,46,7,51,4,687.72,2024-04-20
1978,159,3,73,1,99.49,2024-06-12
1979,247,6,8,4,1082.31,2024-10-19
1980,155,4,63,5,1048.14,2024-06-26
1981,52,2,74,3,657.64,2024-02-07
1982,72,2,59,1,42.46,2024-09-27
1983,38,7,51,4,697.0,2024-02-23
1984,250,2,26,2,800.47,2024-01-08
1985,11,9,8,1,230.18,2024-09-17
1986,38,12,16,3,169.44,2024-10-13
1987,45,3,22,1,407.86,2024-08-29
1988,184,11,7,1,238.55,2024-08-13
1989,184,4,45,3,238.39,2024-03-17
1990,16,3,60,1,148.5,2024-03-11
1991,121,9,3,4,1099.44,2024-03-23
1992,157,8,27,4,1249.7,2024-03-21
1993,71,10,33,1,61.09,2024-07-05
1994,78,15,69,3,211.38,2024-03-06
1995,225,7,2,1,58.62,2024-01-06
1996,35,8,39,1,285.62,2024-11-30
1997,60,9,7,3,753.48,2024-11-23
1998,51,5,43,2,94.38,2024-08-10
1999,244,13,69,1,71.57,2024-12-29
2000,57,7,52,5,1465.58,2024-10-12
2001,187,8,2,2,117.19,2024-01-01
2002,96,5,19,1,61.82,2024-07-18
2003,88,2,21,1,168.06,2024-05-27
2004,202,5,71,1,239.79,2024-12-01
2005,113,2,72,2,919.53,2024-10-27
2006,14,3,46,1,87.49,2024-07-27
2007,226,10,37,1,142.15,2024-03-24
2008,85,12,79,2,229.95,2024-03-09
2009,204,11,7,3,740.19,2024-10-07
2010,117,4,39,2,582.85,2024-05-18
2011,15,12,40,4,529.45,2024-03-30
2012,124,6,2,1,66.56,2024-06-17
2013,180,13,52,2,679.45,2024-12-26
2014,142,9,48,1,310.34,2024-08-15
2015,137,5,18,1,61.06,2024-07-02
2016,229,13,1,5,1721.07,2024-10-05
2017,18,7,40,2,244.12,2024-04-22
2018,85,6,38,3,138.42,2024-04-02
2019,84,1,46,5,371.11,2024-06-13
2020,127,8,23,1,110.3,2024-08-17
2021,58,10,44,3,228.38,2024-03-14
2022,224,8,24,1,41.89,2024-01-01
2023,146,9,46,5,377.24,2024-01-20
2024,225,13,6,2,235.4,2024-04-15
2025,98,4,77,4,792.93,2024-09-20
2026,70,4,3,2,549.17,2024-11-21
2027,151,10,30,1,438.22,2024-09-10
2028,100,5,15,2,76.44,2024-10-19
2029,123,10,35,4,481.95,2024-06-17
2030,101,12,29,2,794.13,2024-09-05
2031,139,12,46,2,150.04,2024-11-25
2032,221,9,51,5,853.53,2024-10-06
2033,199,13,67,4,1441.84,2024-05-04
2034,183,1,73,1,90.72,2024-08-28
2035,128,4,69,5,314.46,2024-11-30
2036,77,14,41,4,285.88,2024-11-24
2037,65,11,40,3,363.62,2024-01-23
2038,104,8,26,4,1381.72,2024-11-23
2039,73,13,39,4,1405.96,2024-10-17
2040,12,2,34,2,151.26,2024-11-29
2041,161,15,73,1,102.44,2024-11-06
2042,201,12,49,3,182.66,2024-06-09
2043,130,8,64,3,359.65,2024-10-09
2044,242,2,27,3,1116.36,2024-09-07
2045,245,14,8,4,912.56,2024-02-20
2046,214,13,48,1,381.09,2024-12-17
2047,221,11,1,1,299.95,2024-09-30
2048,100,4,5,2,561.59,2024-12-30
2049,83,9,8,2,445.34,2024-10-27
2050,178,10,32,2,196.35,2024-03-11
2051,206,15,37,2,288.03,2024-06-09
2052,172,12,16,3,163.45,2024-03-20
2053,153,5,25,2,791.97,2024-05-05
2054,124,5,20,4,261.01,2024-06-17
2055,134,15,41,3,238.36,2024-08-19
2056,234,1,5,1,286.99,2024-08-28
2057,19,5,20,3,198.51,2024-07-03
2058,169,10,15,2,82.56,2024-10-15
2059,238,4,12,2,53.26,2024-01-08
2060,108,14,60,4,493.54,2024-03-19
2061,233,3,31,1,110.6,2024-05-31
2062,108,5,41,2,142.76,2024-05-11
2063,161,6,2,2,145.37,2024-04-18
2064,86,12,59,4,151.77,2024-10-02
2065,80,10,28,2,91.92,2024-09-06
2066,220,7,74,5,895.02,2024-12-13
2067,106,14,68,2,161.52,2024-05-05
2068,145,7,5,4,1203.39,2024-10-15
2069,48,1,24,2,76.32,2024-08-15
2070,174,6,4,4,1148.34,2024-01-20
2071,165,7,60,1,133.85,2024-02-04
2072,111,6,7,5,1467.64,2024-05-09
2073,157,5,49,5,303.51,2024-03-24
2074,111,15,71,2,585.2,2024-12-17
2075,60,14,33,5,269.49,2024-07-12
2076,90,13,43,2,102.61,2024-02-13
2077,126,3,32,5,485.91,2024-03-15
2078,60,9,57,3,372.92,2024-01-28
2079,161,6,58,5,700.78,2024-03-26
2080,80,15,37,2,279.36,2024-12-04
2081,213,9,4,1,254.68,2024-03-26
2082,250,7,2,3,176.74,2024-12-26
2083,94,7,43,2,95.93,2024-05-18
2084,105,8,72,1,405.03,2024-05-15
2085,40,8,33,3,162.02,2024-08-24
2086,116,4,9,4,318.39,2024-10-01
2087,4,5,79,5,550.98,2024-06-11
2088,120,8,22,4,1425.65,2024-11-10
2089,129,9,20,5,310.86,2024-07-23
2090,16,9,18,5,322.29,2024-03-16
2091,48,15,49,3,201.95,2024-01-14
2092,88,1,54,1,242.41,2024-08-05
2093,86,1,48,5,1598.69,2024-04-13
2094,171,2,75,5,557.11,2024-11-21
2095,242,2,24,2,94.19,2024-05-14
2096,99,3,50,3,236.96,2024-07-23
2097,58,13,72,3,1384.87,2024-09-24
2098,1,8,16,4,204.54,2024-09-20
2099,192,13,4,3,810.73,2024-09-02
2100,167,8,22,4,1535.79,2024-01-30
2101,58,5,62,5,333.11,2024-08-14
2102,226,10,44,4,292.75,2024-01-28
2103,24,6,67,1,347.9,2024-08-28
2104,209,1,58,3,335.32,2024-03-31
2105,96,1,45,3,238.88,2024-03-24
2106,196,11,30,5,1809.68,2024-02-11
2107,173,1,54,3,745.78,2024-11-04
2108,69,8,43,2,97.13,2024-08-04
2109,202,6,33,2,126.39,2024-07-15
2110,174,11,34,2,127.73,2024-02-12
2111,73,7,7,4,966.05,2024-12-14
2112,94,14,37,2,250.46,2024-11-09
2113,209,13,51,5,993.11,2024-12-17
2114,178,10,51,1,199.9,2024-06-12
2115,48,6,59,3,132.36,2024-01-24
2116,158,13,51,5,967.75,2024-05-20
2117,151,5,66,1,61.76,2024-06-21
2118,103,9,2,3,180.1,2024-05-15
2119,189,6,9,3,282.04,2024-06-11
2120,189,3,34,1,73.71,2024-01-30
2121,162,15,10,5,1430.81,2024-12-12
2122,230,7,58,3,355.32,2024-03-25
2123,174,2,27,1,377.3,2024-08-20
2124,178,12,19,5,281.45,2024-01-21
2125,189,15,50,5,431.38,2024-09-10
2126,239,11,43,3,137.66,2024-03-24
2127,148,14,65,5,685.45,2024-11-08
2128,219,3,37,4,605.74,2024-05-10
2129,67,10,51,1,189.4,2024-10-25
2130,240,4,4,4,993.49,2024-05-09
2131,122,11,24,1,38.96,2024-02-10
2132,47,8,80,1,126.6,2024-06-25
2133,100,13,52,5,1776.45,2024-09-22
2134,159,11,58,5,584.26,2024-08-28
2135,161,6,53,3,910.24,2024-04-30
2136,2,5,66,2,130.02,2024-10-24
2137,55,12,11,3,241.81,2024-08-10
2138,87,3,9,5,444.59,2024-07-11
2139,34,15,42,5,944.29,2024-05-30
2140,155,8,63,4,821.68,2024-02-05
2141,168,6,5,2,690.48,2024-02-01
2142,201,13,9,5,436.42,2024-06-10
2143,27,4,5,2,576.2,2024-06-02
2144,64,4,53,2,519.71,2024-11-29
2145,193,12,9,5,394.77,2024-11-28
2146,132,3,46,4,333.88,2024-02-02
2147,34,13,27,5,1864.51,2024-09-08
2148,217,9,54,5,1225.51,2024-01-25
2149,48,15,44,3,231.92,2024-09-18
2150,168,6,52,3,1044.3,2024-05-31
2151,12,2,80,5,683.28,2024-03-12
2152,235,2,70,4,885.21,2024-01-22
2153,214,15,35,4,506.25,2024-12-31
2154,69,10,68,2,191.2,2024-09-29
2155,115,5,43,2,89.41,2024-02-10
2156,57,11,22,5,1866.46,2024-08-23
2157,194,2,27,2,761.85,2024-04-16
2158,111,14,67,4,1327.79,2024-03-05
2159,216,13,5,4,1391.21,2024-12-25
2160,200,11,54,2,479.25,2024-07-12
2161,185,1,1,5,1575.09,2024-09-04
2162,144,8,29,4,1659.45,2024-01-04
2163,47,7,30,2,730.63,2024-11-20
2164,194,6,48,4,1430.77,2024-08-05
2165,190,3,60,4,599.54,2024-01-19
2166,66,1,43,5,230.84,2024-10-26
2167,56,8,25,4,1470.77,2024-11-21
2168,212,11,58,3,363.04,2024-08-17
2169,80,15,33,1,65.87,2024-03-19
2170,143,6,67,5,1862.5,2024-12-24
2171,58,11,58,4,476.24,2024-05-30
2172,199,2,69,1,68.04,2024-10-25
2173,164,7,37,4,521.58,2024-08-23
2174,136,4,43,4,189.4,2024-06-01
2175,132,5,34,4,267.31,2024-04-26
2176,48,4,80,1,128.52,2024-03-24
2177,140,5,46,5,373.3,2024-12-19
2178,8,8,72,2,777.52,2024-11-10
2179,241,5,64,3,379.31,2024-08-03
2180,9,5,11,5,388.85,2024-04-15
2181,22,1,2,2,125.08,2024-05-05
2182,226,10,68,4,349.51,2024-07-11
2183,45,3,73,5,491.2,2024-10-07
2184,10,13,1,1,340.59,2024-04-21
2185,118,4,7,3,732.82,2024-01-11
2186,132,3,68,4,348.77,2024-06-12
2187,189,15,48,4,1497.46,2024-10-24
2188,230,11,54,3,721.69,2024-11-09
2189,120,10,46,3,268.72,2024-05-02
2190,162,12,64,1,120.2,2024-06-02
2191,94,9,37,1,126.49,2024-11-15
2192,177,6,45,2,187.58,2024-02-01
2193,229,8,68,5,382.79,2024-02-08
2194,167,7,3,5,1367.18,2024-04-04
2195,153,2,30,3,1245.24,2024-04-14
2196,203,1,18,4,253.67,2024-11-14
2197,124,15,73,2,201.56,2024-01-30
2198,211,4,31,2,199.34,2024-02-16
2199,152,13,37,1,148.04,2024-03-29
2200,238,10,44,1,76.95,2024-02-16
2201,23,3,5,3,1020.8,2024-12-03
2202,166,3,32,1,98.76,2024-09-01
2203,23,10,38,2,89.8,2024-07-27
2204,23,1,69,1,62.74,2024-02-28
2205,205,4,8,3,694.46,2024-12-29
2206,124,6,69,4,281.34,2024-08-24
2207,140,7,6,4,414.62,2024-03-06
2208,39,2,26,5,1976.1,2024-12-22
2209,53,12,18,1,60.05,2024-10-30
2210,79,14,36,5,198.26,2024-11-04
2211,143,1,57,1,129.4,2024-12-12
2212,78,7,21,2,275.95,2024-10-20
2213,22,2,23,2,241.51,2024-07-19
2214,187,9,27,1,316.11,2024-03-18
2215,195,4,71,4,998.07,2024-06-02
2216,48,15,11,1,91.77,2024-04-21
2217,141,12,12,5,128.31,2024-09-16
2218,75,13,1,1,336.21,2024-04-15
2219,138,13,9,5,451.88,2024-01-15
2220,20,8,77,4,851.75,2024-06-25
2221,212,1,59,3,116.83,2024-03-19
2222,202,6,3,4,1273.55,2024-04-16
2223,63,2,65,1,145.92,2024-12-09
2224,197,12,79,4,472.53,2024-01-16
2225,195,4,79,4,467.26,2024-04-15
2226,109,1,53,1,239.82,2024-10-31
2227,196,10,51,4,787.91,2024-05-05
2228,184,14,38,2,80.99,2024-01-31
2229,127,1,43,5,241.67,2024-01-14
2230,26,10,32,5,500.8,2024-05-07
2231,39,3,52,3,1062.81,2024-09-08
2232,74,5,70,5,973.74,2024-11-15
2233,134,15,31,5,560.17,2024-03-13
2234,218,9,70,2,394.68,2024-10-08
2235,162,6,4,2,565.62,2024-02-28
2236,189,15,28,3,136.16,2024-03-25
2237,110,13,58,2,271.1,2024-09-07
2238,102,4,25,2,790.78,2024-09-29
2239,9,1,8,4,876.89,2024-07-05
2240,80,9,9,5,395.44,2024-09-02
2241,69,12,18,4,257.08,2024-03-07
2242,103,1,53,3,744.53,2024-03-27
2243,127,10,42,3,579.72,2024-01-03
2244,27,9,9,3,246.07,2024-07-08
2245,46,8,30,2,763.33,2024-02-05
2246,154,2,30,4,1792.55,2024-04-11
2247,48,15,36,4,186.45,2024-01-12
2248,181,13,35,4,525.42,2024-05-12
2249,159,3,49,5,358.74,2024-04-28
2250,116,8,29,1,384.29,2024-12-12
2251,162,5,36,3,122.77,2024-06-30
2252,106,11,4,1,236.46,2024-01-04
2253,23,14,55,2,126.23,2024-03-17
2254,248,4,67,4,1318.54,2024-12-17
2255,190,3,57,2,292.07,2024-09-28
2256,137,4,2,5,296.56,2024-12-13
2257,116,11,67,2,618.19,2024-11-05
2258,204,10,47,1,107.6,2024-02-05
2259,106,4,34,1,65.1,2024-09-27
2260,65,11,7,4,1017.48,2024-01-18
2261,177,1,54,5,1174.43,2024-12-04
2262,226,10,36,5,237.75,2024-05-10
2263,157,5,55,5,321.37,2024-03-11
2264,22,14,61,3,373.16,2024-03-07
2265,88,8,21,1,137.91,2024-02-04
2266,115,11,10,4,1029.0,2024-05-25
2267,193,12,16,2,105.63,2024-03-01
2268,105,14,71,2,515.73,2024-08-04
2269,233,5,78,4,147.43,2024-12-17
2270,219,11,3,4,1027.19,2024-10-11
2271,112,2,44,4,302.58,2024-02-08
2272,190,12,19,5,290.13,2024-05-24
2273,112,2,28,3,138.8,2024-03-17
2274,209,13,26,2,823.18,2024-12-11
2275,208,9,45,4,321.45,2024-10-20
2276,32,9,7,2,489.09,2024-06-15
2277,71,7,61,1,124.18,2024-06-23
2278,144,9,3,5,1399.06,2024-08-27
2279,173,1,77,3,595.46,2024-01-02
2280,187,8,24,4,153.56,2024-06-02
2281,137,15,33,1,67.39,2024-09-15
2282,16,4,59,3,117.39,2024-03-29
2283,197,12,59,2,79.47,2024-12-09
2284,235,9,71,3,784.6,2024-04-04
2285,128,4,62,3,203.65,2024-09-10
2286,2,8,80,5,637.84,2024-11-19
2287,36,3,34,2,147.35,2024-11-28
2288,198,12,11,5,403.26,2024-03-25
2289,124,7,67,1,320.37,2024-12-06
2290,106,7,19,5,293.94,2024-04-14
2291,56,9,47,4,356.36,2024-06-06
2292,195,7,68,2,165.97,2024-01-01
2293,4,14,65,1,136.66,2024-10-30
2294,6,14,38,4,159.28,2024-02-01
2295,162,9,52,4,1215.86,2024-10-23
2296,43,4,2,5,315.85,2024-09-20
2297,70,4,69,2,122.09,2024-12-20
2298,126,7,70,4,803.26,2024-12-16
2299,99,3,65,3,464.24,2024-05-17
2300,180,13,52,4,1349.65,2024-12-12
2301,23,5,66,2,127.23,2024-08-16
2302,169,10,31,1,108.68,2024-06-19
2303,90,13,52,2,674.96,2024-04-25
2304,56,1,48,3,942.93,2024-07-09
2305,58,8,22,4,1524.86,2024-05-12
2306,188,13,43,1,53.5,2024-06-24
2307,61,3,65,3,439.09,2024-06-24
2308,143,12,76,5,256.07,2024-01-13
2309,185,1,27,4,1300.2,2024-07-27
2310,50,10,55,2,146.14,2024-05-12
2311,99,3,21,5,802.75,2024-03-12
2312,219,15,64,2,269.32,2024-10-23
2313,27,4,8,4,928.05,2024-12-23
2314,227,12,62,5,331.06,2024-12-01
2315,65,4,5,2,593.2,2024-01-06
2316,51,5,17,1,70.33,2024-10-02
2317,54,15,50,4,334.12,2024-02-12
2318,136,3,2,3,207.54,2024-08-13
2319,153,2,15,4,179.58,2024-10-19
2320,99,11,71,4,978.76,2024-12-27
2321,80,6,54,5,1413.9,2024-08-25
2322,133,10,46,2,175.99,2024-11-18
2323,116,14,55,5,327.91,2024-11-11
2324,68,4,17,5,364.13,2024-04-19
2325,206,11,8,5,1118.75,2024-11-06
2326,234,8,67,2,644.74,2024-02-11
2327,96,12,16,1,54.33,2024-07-10
2328,201,13,47,1,109.07,2024-01-16
2329,118,3,68,4,369.44,2024-01-19
2330,166,7,10,4,1012.42,2024-02-17
2331,77,14,74,5,929.36,2024-03-13
2332,150,9,69,1,62.35,2024-01-01
2333,136,4,10,2,528.62,2024-07-14
2334,87,3,51,2,402.51,2024-08-14
2335,53,5,49,2,122.88,2024-05-11
2336,196,10,37,5,727.61,2024-06-13
2337,201,13,71,3,835.78,2024-08-28
2338,132,1,2,1,58.25,2024-02-16
2339,170,1,53,2,498.12,2024-07-11
2340,175,4,22,3,1141.67,2024-12-02
2341,100,13,7,3,886.52,2024-08-19
2342,145,5,13,4,142.75,2024-01-03
2343,68,13,1,3,1040.7,2024-08-08
2344,185,7,3,4,1048.26,2024-03-19
2345,80,7,53,5,1309.12,2024-11-17
2346,51,12,66,3,192.98,2024-11-18
2347,24,5,49,1,62.6,2024-11-11
2348,6,11,54,1,248.93,2024-05-29
2349,182,15,47,5,514.64,2024-05-26
2350,209,6,9,4,363.97,2024-10-21
2351,77,14,65,2,269.53,2024-04-29
2352,113,9,8,3,649.27,2024-10-20
2353,169,1,52,3,926.75,2024-02-14
2354,49,9,10,4,1014.97,2024-10-30
2355,237,9,65,2,277.15,2024-05-20
2356,209,4,2,5,311.49,2024-09-17
2357,40,6,43,1,51.98,2024-01-24
2358,221,9,67,4,1239.14,2024-11-07
2359,43,11,8,3,692.67,2024-04-28
2360,168,6,6,1,118.56,2024-02-22
2361,92,11,8,5,1118.19,2024-01-03
2362,140,9,43,3,139.39,2024-05-28
2363,110,7,10,5,1314.64,2024-04-18
2364,104,8,29,4,1573.91,2024-10-25
2365,33,2,26,2,792.87,2024-06-22
2366,194,1,67,4,1292.14,2024-06-28
2367,202,9,57,1,130.17,2024-11-23
2368,11,1,39,1,290.36,2024-11-04
2369,56,4,5,5,1435.64,2024-12-04
2370,1,7,8,5,1102.68,2024-01-01
2371,43,13,54,2,565.47,2024-01-06
2372,227,2,26,3,1275.25,2024-08-26
2373,24,2,72,1,453.76,2024-11-30
2374,152,13,75,1,104.43,2024-07-24
2375,201,11,5,3,854.44,2024-10-21
2376,73,2,74,4,863.94,2024-02-11
2377,111,9,64,1,120.68,2024-10-01
2378,165,1,5,5,1498.57,2024-12-28
2379,243,3,72,3,1310.66,2024-12-25
2380,33,2,28,2,93.43,2024-02-08
2381,185,13,5,1,335.08,2024-05-15
2382,171,1,7,4,1023.38,2024-02-07
2383,127,15,73,3,304.96,2024-08-17
2384,139,5,47,1,89.14,2024-04-02
2385,80,15,30,1,451.46,2024-10-30
2386,95,14,55,3,195.98,2024-02-17
2387,165,3,33,5,307.49,2024-03-03
2388,187,11,71,2,518.3,2024-11-10
2389,156,14,26,1,347.1,2024-07-01
2390,131,10,75,2,206.06,2024-03-18
2391,30,4,44,5,329.74,2024-12-02
2392,130,12,14,1,131.46,2024-12-26
2393,163,7,48,5,1524.16,2024-05-27
2394,111,6,5,1,344.4,2024-08-04
2395,133,1,9,1,83.16,2024-10-12
2396,142,13,53,1,300.8,2024-12-25
2397,223,2,33,1,66.14,2024-10-09
2398,61,14,46,3,219.83,2024-06-29
2399,210,1,67,3,981.45,2024-09-13
2400,106,1,59,3,112.15,2024-08-09
2401,204,10,70,3,673.18,2024-01-21
2402,67,8,29,1,388.52,2024-12-06
2403,69,10,59,4,181.88,2024-04-01
2404,173,6,69,3,206.09,2024-07-18
2405,196,10,25,1,417.41,2024-05-26
2406,36,8,70,1,193.15,2024-05-30
2407,183,11,57,3,388.35,2024-01-08
2408,247,3,17,5,411.35,2024-07-17
2409,154,2,80,4,561.28,2024-04-07
2410,153,5,19,4,245.71,2024-10-31
2411,189,15,32,1,99.91,2024-07-12
2412,191,3,44,1,73.76,2024-07-05
2413,240,14,35,2,209.14,2024-03-16
2414,111,6,44,2,150.32,2024-07-18
2415,9,14,46,5,387.25,2024-06-07
2416,26,10,34,3,241.07,2024-01-29
2417,3,6,30,3,1251.72,2024-02-14
2418,185,4,9,3,248.92,2024-01-09
2419,134,6,5,2,642.64,2024-12-30
2420,33,2,75,3,336.8,2024-04-25
2421,28,12,36,1,38.68,2024-01-16
2422,238,13,66,2,142.85,2024-04-10
2423,216,11,62,5,346.24,2024-03-18
2424,224,12,15,1,38.96,2024-08-06
2425,134,15,65,5,794.04,2024-12-14
2426,48,15,31,1,115.52,2024-10-17
2427,39,7,21,4,564.92,2024-08-25
2428,198,9,56,2,202.53,2024-07-04
2429,122,9,10,3,793.72,2024-08-01
2430,197,4,65,5,691.13,2024-03-14
2431,192,4,64,2,237.3,2024-05-31
2432,48,12,40,2,247.87,2024-02-04
2433,111,15,46,1,90.34,2024-05-08
2434,111,6,54,2,522.45,2024-05-14
2435,102,8,70,4,791.12,2024-09-29
2436,136,3,68,4,349.07,2024-12-06
2437,136,3,33,2,131.15,2024-07-18
2438,93,9,14,3,390.42,2024-12-29
2439,14,3,5,4,1377.45,2024-12-30
2440,66,15,34,2,146.08,2024-03-03
2441,207,1,9,3,235.47,2024-10-29
2442,98,13,46,4,338.15,2024-04-14
2443,18,4,69,4,230.36,2024-03-03
2444,218,11,8,2,466.84,2024-10-24
2445,189,15,60,1,141.73,2024-01-24
2446,53,12,39,2,579.58,2024-11-03
2447,234,10,46,5,440.14,2024-11-16
2448,242,2,75,5,533.69,2024-12-29
2449,34,15,35,4,507.14,2024-04-21
2450,112,8,29,5,1907.41,2024-05-27
2451,244,10,28,1,43.76,2024-04-05
2452,223,4,34,5,318.81,2024-08-12
2453,75,1,4,3,745.9,2024-09-25
2454,205,4,53,3,753.2,2024-09-11
2455,2,5,18,4,247.52,2024-06-29
2456,4,7,53,4,1054.94,2024-03-12
2457,141,3,16,2,127.34,2024-11-26
2458,33,9,7,5,1222.81,2024-10-02
2459,61,3,18,4,281.09,2024-04-20
2460,8,10,47,5,562.36,2024-08-08
2461,238,10,51,4,785.88,2024-07-22
2462,228,1,45,2,151.8,2024-04-13
2463,168,5,27,3,955.86,2024-05-21
2464,144,10,68,3,286.47,2024-08-09
2465,137,6,1,4,1415.31,2024-08-27
2466,175,9,1,3,905.89,2024-04-25
2467,241,13,52,3,1031.08,2024-07-04
2468,210,12,76,3,153.33,2024-05-12
2469,45,3,37,1,140.4,2024-07-28
2470,233,4,44,5,331.94,2024-09-07
2471,119,7,54,4,954.58,2024-10-17
2472,93,4,55,1,63.48,2024-06-07
2473,28,2,28,5,215.7,2024-10-07
2474,140,11,23,4,445.78,2024-03-07
2475,52,4,2,4,249.92,2024-02-28
2476,9,6,3,2,627.7,2024-06-20
2477,135,5,40,3,366.38,2024-04-11
2478,249,7,69,2,123.12,2024-05-13
2479,26,10,68,4,349.74,2024-07-15
2480,211,13,53,5,1379.68,2024-11-17
2481,58,13,54,2,551.2,2024-01-14
2482,117,7,74,4,745.98,2024-04-28
2483,116,7,2,5,307.15,2024-03-01
2484,206,1,7,4,955.15,2024-06-05
2485,173,4,45,5,407.35,2024-10-17
2486,47,10,47,5,561.61,2024-02-23
2487,217,11,47,3,291.08,2024-08-15
2488,238,10,60,1,142.12,2024-12-14
2489,78,6,60,4,573.61,2024-04-03
2490,215,12,1,5,1489.54,2024-06-23
2491,131,7,58,5,581.86,2024-02-02
2492,238,1,44,5,331.2,2024-06-26
2493,97,9,62,5,330.43,2024-04-18
2494,235,12,49,3,178.38,2024-09-11
2495,44,1,5,4,1146.15,2024-09-09
2496,109,11,45,5,391.35,2024-05-15
2497,86,12,76,4,200.63,2024-05-12
2498,150,14,57,1,126.45,2024-11-17
2499,144,13,33,3,195.39,2024-11-22
2500,99,3,65,2,307.28,2024-01-03
2501,186,9,57,5,635.43,2024-04-26
2502,160,11,1,2,596.83,2024-06-27
2503,142,5,5,4,1161.13,2024-07-10
2504,137,4,58,3,366.88,2024-10-24
2505,48,4,16,2,106.64,2024-07-13
2506,250,5,6,3,329.23,2024-01-15
2507,57,8,22,3,1069.35,2024-01-01
2508,226,12,16,3,166.92,2024-06-09
2509,52,2,77,2,494.5,2024-08-19
2510,149,11,7,3,771.36,2024-08-27
2511,166,5,79,4,467.45,2024-01-20
2512,56,4,18,4,242.8,2024-10-19
2513,27,10,35,1,128.06,2024-10-21
2514,210,5,7,1,234.84,2024-11-17
2515,112,8,80,1,125.05,2024-11-01
2516,143,6,34,5,398.92,2024-08-31
2517,62,10,38,1,45.37,2024-05-14
2518,56,5,58,3,343.82,2024-08-30
2519,152,9,43,1,48.93,2024-06-25
2520,194,11,24,4,152.16,2024-08-27
2521,186,1,57,4,505.04,2024-08-28
2522,124,1,58,1,122.49,2024-11-03
2523,236,3,34,2,154.78,2024-03-06
2524,126,4,45,5,401.27,2024-09-23
2525,246,5,27,2,635.79,2024-09-13
2526,3,8,77,1,207.12,2024-02-03
2527,192,13,47,1,111.27,2024-08-06
2528,11,5,56,5,482.73,2024-10-02
2529,166,11,57,3,385.64,2024-04-10
2530,142,13,45,4,353.46,2024-06-17
2531,73,11,1,3,934.58,2024-11-13
2532,159,3,31,2,215.65,2024-08-19
2533,223,9,32,4,361.82,2024-05-11
2534,190,4,55,4,267.95,2024-06-15
2535,160,12,19,3,186.37,2024-01-22
2536,144,9,41,5,340.92,2024-04-12
2537,9,3,50,4,313.37,2024-12-31
2538,88,14,32,1,89.93,2024-03-22
2539,214,4,5,2,585.32,2024-11-02
2540,160,11,7,2,469.69,2024-11-03
2541,229,14,38,3,123.39,2024-07-23
2542,34,6,4,4,1128.67,2024-10-30
2543,71,2,8,2,526.29,2024-04-16
2544,78,15,50,2,158.14,2024-06-16
2545,6,1,7,1,250.7,2024-09-29
2546,218,3,67,2,750.92,2024-01-29
2547,136,5,5,5,1409.8,2024-01-29
2548,77,15,60,2,307.77,2024-07-02
2549,194,8,77,4,861.29,2024-10-27
2550,90,13,43,3,157.34,2024-02-23
2551,138,6,5,2,683.62,2024-03-11
2552,239,7,5,5,1426.81,2024-02-20
2553,88,9,45,3,240.81,2024-12-17
2554,199,7,57,1,126.29,2024-06-22
2555,11,10,16,5,307.09,2024-11-13
2556,68,6,59,4,167.82,2024-06-22
2557,212,1,38,5,199.78,2024-10-26
2558,30,12,42,1,167.98,2024-03-10
2559,66,11,10,1,248.51,2024-06-19
2560,114,1,53,5,1314.63,2024-06-26
2561,105,13,43,5,269.62,2024-02-01
2562,194,9,20,4,252.04,2024-06-17
2563,115,5,58,4,489.59,2024-05-19
2564,111,6,4,2,543.07,2024-08-17
2565,189,3,38,4,184.56,2024-11-11
2566,5,1,10,3,795.7,2024-11-03
